qid,context,question,answer
foody_811,"Bình thường m vẫn order cherry xách tay về nhưng hm đó thèm quá nên ghé qua cửa hàng trái cây gần nhà . 
Má ơi cherry 680k/kg hộp m 1,5 kg 😭 😭 😭 
Mua xong xót hết cả lòng . 
Mà k hỉu có thật là hàng nhập ở châu âu ko .
Bị thối hỏng mất 1 ít. 
Quả to bé tất cả đều có hạt , quả ngọt quả nhạt . 
Thôi từ nay m cạch chỗ này lun 😂 Thấy quá tốn tiền mà ko xứng đáng với chất lượng
",Có điều gì khiến khách hàng lo lắng khi mua Cherry tại cửa hàng?,k hỉu có thật là hàng nhập ở châu âu ko
foody_812,"Bình thường m vẫn order cherry xách tay về nhưng hm đó thèm quá nên ghé qua cửa hàng trái cây gần nhà . 
Má ơi cherry 680k/kg hộp m 1,5 kg 😭 😭 😭 
Mua xong xót hết cả lòng . 
Mà k hỉu có thật là hàng nhập ở châu âu ko .
Bị thối hỏng mất 1 ít. 
Quả to bé tất cả đều có hạt , quả ngọt quả nhạt . 
Thôi từ nay m cạch chỗ này lun 😂 Thấy quá tốn tiền mà ko xứng đáng với chất lượng
",Cherry trong hộp có chất lượng ra sao?,Bị thối hỏng mất 1 ít
foody_813,"Bình thường m vẫn order cherry xách tay về nhưng hm đó thèm quá nên ghé qua cửa hàng trái cây gần nhà . 
Má ơi cherry 680k/kg hộp m 1,5 kg 😭 😭 😭 
Mua xong xót hết cả lòng . 
Mà k hỉu có thật là hàng nhập ở châu âu ko .
Bị thối hỏng mất 1 ít. 
Quả to bé tất cả đều có hạt , quả ngọt quả nhạt . 
Thôi từ nay m cạch chỗ này lun 😂 Thấy quá tốn tiền mà ko xứng đáng với chất lượng
",Mùi vị của Cherry tại cửa hàng như thế nào?,quả ngọt quả nhạt
foody_814,"Bình thường m vẫn order cherry xách tay về nhưng hm đó thèm quá nên ghé qua cửa hàng trái cây gần nhà . 
Má ơi cherry 680k/kg hộp m 1,5 kg 😭 😭 😭 
Mua xong xót hết cả lòng . 
Mà k hỉu có thật là hàng nhập ở châu âu ko .
Bị thối hỏng mất 1 ít. 
Quả to bé tất cả đều có hạt , quả ngọt quả nhạt . 
Thôi từ nay m cạch chỗ này lun 😂 Thấy quá tốn tiền mà ko xứng đáng với chất lượng
",Cảm nhận của khách hàng sau khi mua Cherry tại cửa hàng?,quá tốn tiền mà ko xứng đáng với chất lượng
foody_815,"Món ăn ngon và giá cũng hợp lý , dimsum thì giá này ok rồi không mắc : ) 
Phục vụ cũng nhiệt tình . 
Vị trí của quán thì kg thuận lại vì ngay khúc 1 chiều và dưới chân cầu Ng Tri Phương nên xe đông lắm , 
Quán lúc nào cũng đông khách nên mọi người nên đặt chỗ trước để kg phải đợi , 
ah mà món ăn lên hơi lâu : )
",Chất lượng phục vụ của quán như thế nào?,nhiệt tình
foody_816,"Món ăn ngon và giá cũng hợp lý , dimsum thì giá này ok rồi không mắc : ) 
Phục vụ cũng nhiệt tình . 
Vị trí của quán thì kg thuận lại vì ngay khúc 1 chiều và dưới chân cầu Ng Tri Phương nên xe đông lắm , 
Quán lúc nào cũng đông khách nên mọi người nên đặt chỗ trước để kg phải đợi , 
ah mà món ăn lên hơi lâu : )
",Khách hàng đánh giá vị trí của cửa hàng thế nào?,kg thuận lại
foody_817,"Món ăn ngon và giá cũng hợp lý , dimsum thì giá này ok rồi không mắc : ) 
Phục vụ cũng nhiệt tình . 
Vị trí của quán thì kg thuận lại vì ngay khúc 1 chiều và dưới chân cầu Ng Tri Phương nên xe đông lắm , 
Quán lúc nào cũng đông khách nên mọi người nên đặt chỗ trước để kg phải đợi , 
ah mà món ăn lên hơi lâu : )
",Vì sao khách hàng phải đặt chỗ trước khi đến?,để kg phải đợi
foody_818,"Món ăn ngon và giá cũng hợp lý , dimsum thì giá này ok rồi không mắc : ) 
Phục vụ cũng nhiệt tình . 
Vị trí của quán thì kg thuận lại vì ngay khúc 1 chiều và dưới chân cầu Ng Tri Phương nên xe đông lắm , 
Quán lúc nào cũng đông khách nên mọi người nên đặt chỗ trước để kg phải đợi , 
ah mà món ăn lên hơi lâu : )
",Khách hàng nhận xét gì về thời gian quán phục vụ món ăn?,hơi lâu
foody_819,"Đây là nhà hàng nên giá thì có mắc một chút . 
Chỉ có khuyến mãi thỉnh thoảng mình ms đi ăn thôi chứ mình sinh viên nên k ăn nổi ở đây . 
Nhà hàng rất rộng thoáng , phục vụ chuyên nghiệp lịch sự lắm . 
Trong lúc chờ bạn có thể vẽ tranh trên bàn ( ng ta để giấy và bút màu cho mình vẽ ) 
pizza thì cũng đc thôi chứ k ngon lắm , chắc do k hợp khẩu vị của mình .
 Nói chung trừ giá cả mình thấy k có gì để chê cả 😁
",Bạn thấy giá cả của nhà hàng như thế nào?,mắc một chút
foody_820,"Đây là nhà hàng nên giá thì có mắc một chút . 
Chỉ có khuyến mãi thỉnh thoảng mình ms đi ăn thôi chứ mình sinh viên nên k ăn nổi ở đây . 
Nhà hàng rất rộng thoáng , phục vụ chuyên nghiệp lịch sự lắm . 
Trong lúc chờ bạn có thể vẽ tranh trên bàn ( ng ta để giấy và bút màu cho mình vẽ ) 
pizza thì cũng đc thôi chứ k ngon lắm , chắc do k hợp khẩu vị của mình .
 Nói chung trừ giá cả mình thấy k có gì để chê cả 😁
",Bạn thường đến nhà hàng này vào những dịp nào?,có khuyến mãi
foody_821,"Đây là nhà hàng nên giá thì có mắc một chút . 
Chỉ có khuyến mãi thỉnh thoảng mình ms đi ăn thôi chứ mình sinh viên nên k ăn nổi ở đây . 
Nhà hàng rất rộng thoáng , phục vụ chuyên nghiệp lịch sự lắm . 
Trong lúc chờ bạn có thể vẽ tranh trên bàn ( ng ta để giấy và bút màu cho mình vẽ ) 
pizza thì cũng đc thôi chứ k ngon lắm , chắc do k hợp khẩu vị của mình .
 Nói chung trừ giá cả mình thấy k có gì để chê cả 😁
",Cách thức phục vụ của nhà hàng như thế nào?,phục vụ chuyên nghiệp lịch sự
foody_822,"Đây là nhà hàng nên giá thì có mắc một chút . 
Chỉ có khuyến mãi thỉnh thoảng mình ms đi ăn thôi chứ mình sinh viên nên k ăn nổi ở đây . 
Nhà hàng rất rộng thoáng , phục vụ chuyên nghiệp lịch sự lắm . 
Trong lúc chờ bạn có thể vẽ tranh trên bàn ( ng ta để giấy và bút màu cho mình vẽ ) 
pizza thì cũng đc thôi chứ k ngon lắm , chắc do k hợp khẩu vị của mình .
 Nói chung trừ giá cả mình thấy k có gì để chê cả 😁
",Trong lúc chờ đợi món ăn thì khách hàng có thể làm gì?,vẽ tranh trên bàn
foody_823,"Đây là nhà hàng nên giá thì có mắc một chút . 
Chỉ có khuyến mãi thỉnh thoảng mình ms đi ăn thôi chứ mình sinh viên nên k ăn nổi ở đây . 
Nhà hàng rất rộng thoáng , phục vụ chuyên nghiệp lịch sự lắm . 
Trong lúc chờ bạn có thể vẽ tranh trên bàn ( ng ta để giấy và bút màu cho mình vẽ ) 
pizza thì cũng đc thôi chứ k ngon lắm , chắc do k hợp khẩu vị của mình .
 Nói chung trừ giá cả mình thấy k có gì để chê cả 😁
",Hương vị bánh Pizza tại nhà hàng này ra sao?,cũng đc thôi chứ k ngon lắm
foody_824,"Đây là nhà hàng nên giá thì có mắc một chút . 
Chỉ có khuyến mãi thỉnh thoảng mình ms đi ăn thôi chứ mình sinh viên nên k ăn nổi ở đây . 
Nhà hàng rất rộng thoáng , phục vụ chuyên nghiệp lịch sự lắm . 
Trong lúc chờ bạn có thể vẽ tranh trên bàn ( ng ta để giấy và bút màu cho mình vẽ ) 
pizza thì cũng đc thôi chứ k ngon lắm , chắc do k hợp khẩu vị của mình .
 Nói chung trừ giá cả mình thấy k có gì để chê cả 😁
",Có điểm trừ nào khi khách hàng đánh giá về cửa hàng?,giá cả
foody_825,"Thấy các bạn ca ngợi quá nên 2vc đi ăn xem tn . 
Nộm chân gà thì toàn rau với nước lõng bõng . Chân gà thì ít . Chắc được hơn 1 cái mỗi suất . 
Chè thập cẩm thấy mỗi hạt lựu là ngon , còn lại ko có j ấn tượng . Chè sầu riêng ăn ko đã lắm ! Vì sầu nghiền nát rồi thả vào nước thì cũng tan hết luôn . 
Haiz tóm lại là ko có lần sau .
",Khách hàng chia sẻ lí do gì họ đến quán ăn thử?,Thấy các bạn ca ngợi
foody_826,"Thấy các bạn ca ngợi quá nên 2vc đi ăn xem tn . 
Nộm chân gà thì toàn rau với nước lõng bõng . Chân gà thì ít . Chắc được hơn 1 cái mỗi suất . 
Chè thập cẩm thấy mỗi hạt lựu là ngon , còn lại ko có j ấn tượng . Chè sầu riêng ăn ko đã lắm ! Vì sầu nghiền nát rồi thả vào nước thì cũng tan hết luôn . 
Haiz tóm lại là ko có lần sau .
",Bạn thấy món nộm chân gà của quán như thế nào?,toàn rau với nước lõng bõng . Chân gà thì ít . Chắc được hơn 1 cái mỗi suất
foody_827,"Thấy các bạn ca ngợi quá nên 2vc đi ăn xem tn . 
Nộm chân gà thì toàn rau với nước lõng bõng . Chân gà thì ít . Chắc được hơn 1 cái mỗi suất . 
Chè thập cẩm thấy mỗi hạt lựu là ngon , còn lại ko có j ấn tượng . Chè sầu riêng ăn ko đã lắm ! Vì sầu nghiền nát rồi thả vào nước thì cũng tan hết luôn . 
Haiz tóm lại là ko có lần sau .
",Các món chè của quán có mùi vị ra sao?,"Chè thập cẩm thấy mỗi hạt lựu là ngon , còn lại ko có j ấn tượng . Chè sầu riêng ăn ko đã lắm"
foody_828,"Học bên Công Đoàn . Sinh nhật bạn , học xong tiện đường qua đây ăn . 
Không gian ấm cúng , vị trí dễ tìm ,
có cả 2 nhân viên nhí con chị chủ quán phục vụ rất dễ thương : ) ) 
Thấy review bảo ngon rẻ nhưng mình thấy cũng bình thường
30k / bát bún thịt nướng hơi đắt , bún ít , thịt hơi nguội , nước dưới gừng khá lạ .
Chả tôm thì giá vừa tầm nhưng hơi ngấy . Nhân bên trong chắc là tôm giã lấy bột . Nên để cả con thì ăn giòn và ngon hơn là giã .
Nói chung là ăn hương hoa , thử lần cho biết : D
Ăn ở quán nên ăn chả tôm vs suất lẩu bé bé là ngon nhất : D",Bạn đã đến quán vào dịp gì?,"Sinh nhật bạn , học xong tiện đường"
foody_829,"Học bên Công Đoàn . Sinh nhật bạn , học xong tiện đường qua đây ăn . 
Không gian ấm cúng , vị trí dễ tìm ,
có cả 2 nhân viên nhí con chị chủ quán phục vụ rất dễ thương : ) ) 
Thấy review bảo ngon rẻ nhưng mình thấy cũng bình thường
30k / bát bún thịt nướng hơi đắt , bún ít , thịt hơi nguội , nước dưới gừng khá lạ .
Chả tôm thì giá vừa tầm nhưng hơi ngấy . Nhân bên trong chắc là tôm giã lấy bột . Nên để cả con thì ăn giòn và ngon hơn là giã .
Nói chung là ăn hương hoa , thử lần cho biết : D
Ăn ở quán nên ăn chả tôm vs suất lẩu bé bé là ngon nhất : D",Vị trí của quán như thế nào?,dễ tìm
foody_830,"Học bên Công Đoàn . Sinh nhật bạn , học xong tiện đường qua đây ăn . 
Không gian ấm cúng , vị trí dễ tìm ,
có cả 2 nhân viên nhí con chị chủ quán phục vụ rất dễ thương : ) ) 
Thấy review bảo ngon rẻ nhưng mình thấy cũng bình thường
30k / bát bún thịt nướng hơi đắt , bún ít , thịt hơi nguội , nước dưới gừng khá lạ .
Chả tôm thì giá vừa tầm nhưng hơi ngấy . Nhân bên trong chắc là tôm giã lấy bột . Nên để cả con thì ăn giòn và ngon hơn là giã .
Nói chung là ăn hương hoa , thử lần cho biết : D
Ăn ở quán nên ăn chả tôm vs suất lẩu bé bé là ngon nhất : D",Nhân viên của quán có điểm gì đặc biệt?,có cả 2 nhân viên nhí con chị chủ quán phục vụ rất dễ thương
foody_831,"Học bên Công Đoàn . Sinh nhật bạn , học xong tiện đường qua đây ăn . 
Không gian ấm cúng , vị trí dễ tìm ,
có cả 2 nhân viên nhí con chị chủ quán phục vụ rất dễ thương : ) ) 
Thấy review bảo ngon rẻ nhưng mình thấy cũng bình thường
30k / bát bún thịt nướng hơi đắt , bún ít , thịt hơi nguội , nước dưới gừng khá lạ .
Chả tôm thì giá vừa tầm nhưng hơi ngấy . Nhân bên trong chắc là tôm giã lấy bột . Nên để cả con thì ăn giòn và ngon hơn là giã .
Nói chung là ăn hương hoa , thử lần cho biết : D
Ăn ở quán nên ăn chả tôm vs suất lẩu bé bé là ngon nhất : D",Đánh giá của bạn về chất lượng món ăn so với các review về quán?,bình thường
foody_832,"Học bên Công Đoàn . Sinh nhật bạn , học xong tiện đường qua đây ăn . 
Không gian ấm cúng , vị trí dễ tìm ,
có cả 2 nhân viên nhí con chị chủ quán phục vụ rất dễ thương : ) ) 
Thấy review bảo ngon rẻ nhưng mình thấy cũng bình thường
30k / bát bún thịt nướng hơi đắt , bún ít , thịt hơi nguội , nước dưới gừng khá lạ .
Chả tôm thì giá vừa tầm nhưng hơi ngấy . Nhân bên trong chắc là tôm giã lấy bột . Nên để cả con thì ăn giòn và ngon hơn là giã .
Nói chung là ăn hương hoa , thử lần cho biết : D
Ăn ở quán nên ăn chả tôm vs suất lẩu bé bé là ngon nhất : D",Cảm nhận của khách hàng như thế nào về giá so với một phần ăn của món bún thịt nướng?,"30k / bát bún thịt nướng hơi đắt , bún ít , thịt hơi nguội , nước dưới gừng khá lạ"
foody_833,"Học bên Công Đoàn . Sinh nhật bạn , học xong tiện đường qua đây ăn . 
Không gian ấm cúng , vị trí dễ tìm ,
có cả 2 nhân viên nhí con chị chủ quán phục vụ rất dễ thương : ) ) 
Thấy review bảo ngon rẻ nhưng mình thấy cũng bình thường
30k / bát bún thịt nướng hơi đắt , bún ít , thịt hơi nguội , nước dưới gừng khá lạ .
Chả tôm thì giá vừa tầm nhưng hơi ngấy . Nhân bên trong chắc là tôm giã lấy bột . Nên để cả con thì ăn giòn và ngon hơn là giã .
Nói chung là ăn hương hoa , thử lần cho biết : D
Ăn ở quán nên ăn chả tôm vs suất lẩu bé bé là ngon nhất : D",Hương vị món chả tôm của quán được khách hàng nhận xét thế nào?,vừa tầm nhưng hơi ngấy
